Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Createur_de_la_donnee,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,CP,Ville,nom_departement,nom_region,nom_membre,raison_sociale
Théâtre de Guignol du Parc Floral,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.83927,2.4443126,Parc Floral de Paris - Esplanade du château de Vincennes,Paris je t'aime - Office de Tourisme,2026-03-20, http://guignolparcfloral.blogspot.com/,,"Le théâtre du parc Floral met en scène Guignol, son héros emblématique, à travers diverses histoires traditionnelles et originales. Chaque représentation offre un spectacle unique où se mêlent tradition et innovation. Un rendez-vous incontournable pour petits et grands, au cœur du parc Floral tout au long de l'année.",75012,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
L'Antre Magique,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.87742,2.3374538,50 rue Saint-Georges,Paris je t'aime - Office de Tourisme,2026-03-20, https://antremagique.net/,,"Implantée dans le quartier Saint-Georges, l'Antre Magique est un haut lieu de la magie à Paris. Fondé en 1996 par le renommé magicien Christian Gambin, ce lieu emblématique accueille également l'Ecole de Magie de Paris depuis l'an 2000. Au programme : pièces de théâtre, comédies musicales, spectacles de magie, mais aussi conférences, cours privés, création de numéros visuels et team building. Un univers enchanteur où la magie opère à tous les niveaux !",75009,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Théâtre Mogador,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.875347,2.331067,25 rue de Mogador,Paris je t'aime - Office de Tourisme,2026-03-20,,,"Le théâtre Mogador, ouvert en 1913, se trouve près des grands magasins et du palais Garnier, offrant un cadre somptueux avec ses salons élégants, foyers chaleureux, bars conviviaux et restaurants de qualité. Depuis son acquisition par Stage Entertainment en 2005, il propose des comédies musicales à succès comme Le Roi Lion, Mamma Mia ! et Sister Act, faisant de ce théâtre un petit morceau de Broadway au cœur de Paris.",75009,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Spa Cellcosmet - Hôtel du Collectionneur Paris Arc de Triomphe,"['Lieu', ""Point d'intérêt"", 'Prestataire de service']",48.877,2.3069744,Hôtel du Collectionneur Paris Arc de Triomphe - 51-57 rue de Courcelles,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.hotelducollectionneur.com/bien-etre,,"Situé à proximité des Champs-Élysées, ce prestigieux palace se distingue par son luxueux spa de 400 m². Dans un décor d'inspiration gréco-romaine, il offre une gamme complète de soins dans l'une des dix cabines disponibles. L'établissement propose également un espace balnéo avec jets massants, un hammam oriental, un sauna et un jacuzzi. Une parenthèse bien-être d'exception au cœur de la capitale.",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Paroisse de la Trinité,"['Site culturel', 'Lieu', ""Point d'intérêt"", 'Site religieux']",48.87729,2.3313627,1 place d'Estienne-d'Orves,Paris je t'aime - Office de Tourisme,2026-03-20, http://latriniteparis.com/,,"L’église de la Trinité, conçue par l’architecte Théodore Ballu entre 1861 et 1867, se dresse majestueuse près de l’Hôtel de Ville de Paris. Dans cet édifice, le métal se marie parfaitement avec le style Renaissance. Les visiteurs peuvent admirer les œuvres d'artistes talentueux comme Elie Delaunay et Félix Barrias. Le square adjacent offre une vue magnifique sur la façade monumentale de cette magnifique église, proche des grands magasins célèbres.",75009,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Aquabobble - Ecole de plongée Paris,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.823124,2.4129157,Fosse de plongée de Charenton - 4 avenue Anatole France,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.aquabobble.com/,,"Aquabobble, école de plongée subaquatique à Paris, offre des cours certifiés par PADI et FFESSM. Que vous soyez débutant ou confirmé, nos moniteurs qualifiés vous aident à progresser. En plus des cours en piscine, des séjours en mer sont disponibles pour valider votre certification. Vivez une aventure sous-marine avec Aquabobble !",94220,Charenton-le-Pont,Val-de-Marne,Île-de-France,Charenton-le-Pont,Métropole du Grand Paris
Paris Plongée,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.823196,2.4125593,Fosse de plongée de Charenton - 4 avenue Anatole France,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.parisplongee.com/,,"Située aux abords de Paris, cette école de plongée offre des baptêmes et des formations pour tous les niveaux dans la fosse de plongée de Charenton, avec une profondeur de 15 mètres. Paris Plongée prépare efficacement aux certifications PADI, reconnues à l'échelle internationale, offrant ainsi une expérience de plongée de qualité et sécurisée.",94220,Charenton-le-Pont,Val-de-Marne,Île-de-France,Charenton-le-Pont,Métropole du Grand Paris
Musée national Eugène-Delacroix,"['Site culturel', 'Musée', 'Lieu', ""Point d'intérêt""]",48.85306572,2.33427942,6 Rue de Furstemberg,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.musee-delacroix.fr/fr/,,"Installé dans l'ancien logement et atelier d'Eugène Delacroix de 1857 à 1863, le musée national Eugène-Delacroix offre une immersion unique dans l'univers de l'artiste. Son atelier et son jardin paisible au cœur de Paris en font un lieu spécial à découvrir. La collection du musée, enrichie régulièrement, regroupe peintures, dessins, estampes et lettres éclairant les diverses facettes de l'œuvre de Delacroix. Une exploration exceptionnelle de la création artistique du XIXe siècle.",75006,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
"Château de Sceaux, musée départemental","['Château', 'Site culturel', 'Lieu', ""Point d'intérêt"", 'Bâtiment civil remarquable']",48.767525,2.29655,Domaine départemental de Sceaux,Paris je t'aime - Office de Tourisme,2026-03-20, https://domaine-de-sceaux.hauts-de-seine.fr/,,"Le Château de Sceaux, musée départemental, créé en 1973, se trouve au cœur du domaine de Sceaux. Il regroupe quatre sites principaux : le Château du Second Empire, l'Orangerie, le pavillon de l'Aurore et les Écuries de Colbert. Ces lieux offrent une plongée dans l'histoire de la région parisienne du XVIIe au XXe siècle, avec des sculptures, des peintures de Charles Le Brun et diverses expositions temporaires. Le Parc Le Nôtre, propice à la détente, complète cette visite enrichissante.",92330,Sceaux,Hauts-de-Seine,Île-de-France,Sceaux,Métropole du Grand Paris
Galerie de la Madeleine,"['Site culturel', 'Lieu', ""Point d'intérêt"", 'Bâtiment civil remarquable']",48.86963,2.3228028,9 place de la Madeleine,Paris je t'aime - Office de Tourisme,2026-03-20, https://passagesetgaleries.fr/,,"Au cœur du 8e arrondissement, la Galerie de la Madeleine, datant du XIXe siècle, est une merveille architecturale liée à l'histoire de la place et de l'église du même nom. Avec ses deux superbes cariatides ornant l'entrée, elle offre une visite authentique aux promeneurs. Symbole d'élégance, cette galerie regorge d'enseignes de luxe et de commerces gourmands pour une pause enchantée. Venez découvrir ce lieu emblématique de Paris au 30 rue Boissy d’Anglas.",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Lucas Carton Paris,"['Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant', 'Restaurant gastronomique']",48.869682,2.323127,9 place de la Madeleine,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.lucascarton.com/,,"Fondée en 1732, la Table Lucas Carton est un lieu prestigieux mêlant tradition et modernité. Son décor Art nouveau et contemporain met en valeur une cuisine raffinée mêlant plats haut de gamme et saveurs exotiques. Pour une expérience plus abordable, le Marché de Lucas est accessible via la Galerie de la Madeleine. Enfin, la terrasse ""Le Jardin du Lucas"", offre une vue exceptionnelle sur l'église et la place de la Madeleine pour des moments culinaires inoubliables à Paris.",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Galerie de la Madeleine,"['Site culturel', 'Lieu', ""Point d'intérêt""]",48.869615,2.323165,9 place de la Madeleine,Choose Paris Region,2025-04-17,,,"Au pied de l’immense église de la Madeleine, qui a donné son nom à cette belle place de Paris, l’élégante galerie de la Madeleine accueille de nombreuses boutiques de luxe.",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Domaine de Courson,"['Château', 'Site culturel', 'Lieu', ""Point d'intérêt"", 'Bâtiment civil remarquable']",48.60022,2.1458685,Domaine de Courson,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.domaine-de-courson.fr/,,"À 35 km de Paris, le Domaine de Courson dans l’Essonne, château construit sous Louis XIV, a accueilli des dignitaires de l’Ancien Régime. Son grand salon à l’italienne et parc romantique à l’anglaise offrent une élégante promenade parmi des arbres rares. Le domaine propose Le Parcours d'Hippolyte, un parcours ludique avec jeux et aire de pique-nique, parfait pour les familles. Un lieu idéal pour se détendre et se dépayser.",91680,Courson-Monteloup,Essonne,Île-de-France,Courson-Monteloup,CC du Pays de Limours (CCPL)
Salle Pleyel,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.877003,2.301051,252 rue du Faubourg Saint-Honoré,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.sallepleyel.com/,,"Située près de l'Arc de Triomphe dans le 8e arrondissement, la Salle Pleyel, construite en 1927, est un lieu prestigieux dédié à la musique et aux événements. Avec son acoustique exceptionnelle et son design élégant, elle attire de nombreux artistes. Polyvalente, elle peut accueillir concerts, conférences, défilés de mode et soirées privées. La Salle Pleyel offre une expérience unique à chaque visiteur, grâce à ses équipements modernes et son adaptation à tous types de manifestations.",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Petit Palais - Musée des Beaux-Arts de la ville de Paris,"['Site culturel', 'Musée', 'Lieu', ""Point d'intérêt""]",48.86585602,2.315490023,5 Avenue Dutuit,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.petitpalais.paris.fr/,,"Le Petit Palais, entre la Seine et les Champs-Élysées, est un joyau architectural conçu par Charles Girault pour l'Exposition Universelle de 1900. Devenu en 1902 le musée des beaux-arts de la Ville de Paris, il offre une large collection artistique, de l'Antiquité au début du XXe siècle. Son jardin intérieur, paisible, est idéal pour une pause lors de la visite.",75008,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Square de la Roquette,"['Site culturel', 'Parc et jardin', 'Lieu', ""Point d'intérêt""]",48.859497,2.3844438,143 rue de la Roquette,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.paris.fr/,,"Le square de la Roquette, connu aussi sous le nom de square Marcel Rajman, se trouve à proximité immédiate du célèbre cimetière du Père-Lachaise. Profitez d'une agréable balade au milieu des parterres fleuris, admirez la fontaine en cascade, détendez-vous sous les palmiers et appréciez la vue depuis le belvédère. Un véritable havre de paix en plein cœur de la ville.",75011,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Ecole Suisse Internationale,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.876385,2.3499074,10 rue des Messageries,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.ecolesuisse-fle.fr/,,"Venez apprendre le français à l'Ecole Suisse Internationale, renommée pour la qualité de ses cours. Nos professeurs qualifiés vous accompagnent en petits groupes dans une ambiance conviviale. Grâce à des méthodes interactives, progressez rapidement, quel que soit votre niveau. Débutant ou expérimenté, notre équipe vous guide efficacement. Paiements par virement bancaire acceptés. Rejoignez-nous pour une expérience d'apprentissage enrichissante !",75010,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
À La Folie Théâtre,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.86142,2.3748357,6 rue de la Folie Méricourt,Paris je t'aime - Office de Tourisme,2026-03-20, http://folietheatre.com/,,"À Paris, dans le 11e arrondissement, se trouve le dynamique À la Folie Théâtre, offrant des spectacles interactifs pour les tout-petits dès 1 an et pour tous les âges. Pièces classiques, créations contemporaines, comédies et performances originales s'y côtoient. Des cours de théâtre sont proposés toute l'année, avec des stages pendant les vacances scolaires. Possibilité de location pour des événements privés. À la Folie Théâtre : un lieu magique pour créer des rêves et des souvenirs.",75011,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Sun Limited,"['Lieu', ""Point d'intérêt"", 'Prestataire de service']",48.858234,2.3476875,3 boulevard de Sébastopol,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.sunlimited.fr/,,"Au cœur de Paris, Sun Limited vous garantit une peau parfaite toute l'année ou une préparation au bronzage optimale. Profitez de 20 solariums ouverts jusqu'à 22h, des tarifs compétitifs et des formules illimitées. Un bar à sourire est disponible pour des séances de blanchiment dentaire. Détendez-vous et sublimez votre beauté chez Sun Limited avec des iPads et des fauteuils massants en self-service.",75001,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Le Bal de la rue Blomet,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.842712,2.306137,33 rue Blomet,Paris je t'aime - Office de Tourisme,2026-03-20, http://www.balblomet.fr/,,"Fondé en 1924 au cœur des Années folles, le Bal de la rue Blomet allie musique et politique. Ce cabaret a accueilli Joséphine Baker, Man Ray, Ernest Hemingway, Sidney Bechet, Sartre et Camus. Situé à Montparnasse, il propose comédie musicale, cabaret, jazz et musique classique, avec un restaurant, la Table du Bal. Une adresse mythique où art et gastronomie s'unissent parfaitement.",75015,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
La Place - Centre Culturel Hip Hop,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.862263,2.347373,10 passage de la Canopée,Paris je t'aime - Office de Tourisme,2026-03-20, https://laplace-paris.com/,,"La Place, premier centre culturel dédié au hip-hop, fusionne toutes les disciplines de ce mouvement en un lieu unique. Sa programmation originale met en avant cinq piliers essentiels - danse, rap, deejaying, beatbox et graffiti - offrant une immersion totale dans la diversité artistique du hip-hop. Avec La Coursive, l'accueil chaleureux et le bar, profitez d'une vue exceptionnelle sur la Canopée des Halles, le jardin des Halles et la Bourse du Commerce - Pinault Collection.",75001,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Centre sportif Paul Faber,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Stade']",48.884785,2.28528,2 boulevard de Dixmude,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.paris.fr/,,"Situé entre les portes Maillot et de Champerret, le centre sportif Paul Faber offre une piste d'athlétisme de 400 mètres, idéale pour accueillir diverses manifestations sportives. Son emplacement stratégique en fait un lieu prisé des amateurs de course à pied et des sportifs en quête d'entraînement de qualité. Avec ses installations modernes et son ambiance dynamique, le centre sportif Paul Faber constitue un véritable atout pour la pratique du sport en plein air dans la capitale.",75017,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Île de loisirs du Val de Seine,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Parc de loisirs, parc à thème']",48.99914,1.957522,Chemin du Rouillard,Paris je t'aime - Office de Tourisme,2026-03-20, http://valdeseine.iledeloisirs.fr/,,"L'Île de Loisirs du Val de Seine, cachée derrière la forêt de Saint-Germain-en-Laye, est un lieu idyllique au nord-ouest de Paris. En bordure de la Seine, elle propose de nombreuses activités pour tous : baignade, sports, détente en famille. Basket, football, pétanque, ping-pong, pique-nique, VTT, mini-golf, pêche, pédalo sur l'étang... les possibilités sont infinies. Découvrez les 6 ruches lors d'ateliers avec dégustation de miel local. Embarquez pour un voyage au cœur de la nature.",78480,Verneuil-sur-Seine,Yvelines,Île-de-France,Verneuil-sur-Seine,CU Grand Paris Seine et Oise
Ile de Loisirs du Val de Seine,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.994532,1.961836,Chemin du Rouillard,Communauté Urbaine Grand Paris Seine & Oise,2025-05-30, http://valdeseine.iledeloisirs.fr/,,"La base de loisirs du Val-de-Seine est sans conteste la plus verte et la plus fleurie d’Île-de-France avec ses nombreux parcs, jardins et forêts. Les amoureux de la nature et des espaces verts seront séduits par le cadre exceptionnel.",78480,Verneuil-sur-Seine,Yvelines,Île-de-France,Verneuil-sur-Seine,CU Grand Paris Seine et Oise
Centre équestre Ile de loisirs du Val de Seine,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Centre équestre']",48.994532,1.961836,Chemin du Rouillard,Communauté Urbaine Grand Paris Seine & Oise,2025-04-16, http://valdeseine.iledeloisirs.fr/activites/centre-equestre,,"Bienvenue au centre Équestre du Val de Seine.
Ouvert toute l'année, vous pourrez vous adonner à votre passion du cheval sur le site exceptionnel de l'ile de loisirs du Val de Seine !",78480,Verneuil-sur-Seine,Yvelines,Île-de-France,Verneuil-sur-Seine,CU Grand Paris Seine et Oise
Élysée Montmartre,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.883057,2.343744,72 boulevard de Rochechouart,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.billetterie.elysee-montmartre.com/,,"Depuis 1807, l’Élysée Montmartre, joyau de la Butte Montmartre, illumine les nuits parisiennes. La salle de spectacle, berceau du french cancan, arbore une architecture majestueuse signée Gustave Eiffel. Ce lieu mythique propose une programmation musicale éclectique et exigeante, allant du rock à l'électro en passant par la chanson française. Un incontournable pour les amateurs de musique en quête de découvertes et d'émotions.",75018,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
"Mémorial de la Shoah, Drancy","['Site culturel', 'Musée', 'Lieu', ""Point d'intérêt""]",48.9189,2.454277,110-112 avenue Jean Jaurès,Paris je t'aime - Office de Tourisme,2026-03-20, http://drancy.memorialdelashoah.org/,,"Le Mémorial de la Shoah de Drancy, situé sur le site de l'ancien camp d'internement, témoigne de l'histoire tragique de la cité de la Muette. Il met en lumière le rôle du camp dans la déportation des Juifs de France pendant la Seconde Guerre mondiale, soulignant l'horreur de la ""Solution finale"" nazie avec la collaboration de Vichy. Ce lieu de mémoire essentiel sensibilise le public à ne jamais oublier les atrocités du passé.",93700,Drancy,Seine-Saint-Denis,Île-de-France,Drancy,Métropole du Grand Paris
"Le Soins, Sport & Spa Diane Barrière","['Lieu', ""Point d'intérêt"", 'Prestataire de service']",48.96785,2.3047814,Hôtel Barrière Le Grand Hôtel - 87 rue du Général de Gaulle,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.hotelsbarriere.com/,,"Le Soins, Sport & Spa Diane Barrière, joyau bien-être de l'hôtel Barrière Le Grand Hôtel d'Enghien-les-Bains, s'étend sur 3 500 m² dédiés à la détente. Avec sa piscine privée, son parcours aquatique, ses saunas, ses hammams, ses cabines de massage et sa balnéothérapie, sans oublier une salle de fitness de 250 m², chaque visiteur trouve son bonheur. Idéalement situé face au paisible lac d'Enghien, un havre de sérénité s'offre à ceux en quête de relaxation et de bien-être absolu.",95880,Enghien-les-Bains,Val-d'Oise,Île-de-France,Enghien-les-Bains,CA Plaine Vallée
Au Lapin Agile,"['Cabaret', 'Restauration', 'Lieu', ""Point d'intérêt"", 'Restaurant']",48.888638,2.3399956,22 rue des Saules,Paris je t'aime - Office de Tourisme,2026-03-20, https://au-lapin-agile.com/,,"Le Lapin Agile à Montmartre garde vivante la tradition de la Chanson Française. Chaque soir, ce cabaret historique offre un voyage musical authentique, sans artifices. Musique et voix se mêlent dans une atmosphère naturelle, le public participe activement, créant une ambiance conviviale. Les nouveaux talents ont aussi leur chance, pour une expérience proche des soirées d'autrefois. Venez découvrir ce lieu unique, charmant et idéal pour un rendez-vous en amoureux.",75018,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Parc André Citroën,"['Site culturel', 'Parc et jardin', 'Lieu', ""Point d'intérêt""]",48.841084,2.2746546,2 rue Cauchy,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.paris.fr/,,"Le parc André Citroën, ouvert en 1992 sur le site de l'ancienne usine de Citroën à Paris, est l'un des plus récents de la capitale. Conçu par des paysagistes renommés, il offre une vue magnifique sur la Seine. Divisé en trois parties - jardin Blanc, jardin Noir et parc central - il abrite une grande variété d'arbres exotiques et de plantes rares. Des installations de loisirs comme aires de jeux, ping-pong, jeux pour enfants et ballon captif montant jusqu'à 150 mètres de haut sont là.",75015,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Centre d’Art Contemporain Chanot (CACC),"['Site culturel', 'Lieu', ""Point d'intérêt""]",48.81249,2.2661016,33 rue Brissard,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.clamart.fr/fr/centre-dart-contemporain-chanot,,"Le Centre d’Art Contemporain Chanot, à Clamart, à 7 minutes de la gare Montparnasse, est un ancien atelier d’artiste devenu espace d’exposition depuis 1980. Il présente peintures, dessins, sculptures, photographies, vidéos, performances, graphismes et architecture. Des activités gratuites telles que visites guidées, rencontres artistes, lectures, conférences et masterclass sont organisées pour favoriser les échanges artistiques.",92140,Clamart,Hauts-de-Seine,Île-de-France,Clamart,Métropole du Grand Paris
Fondation Louis Vuitton,"['Site culturel', 'Musée', 'Lieu', ""Point d'intérêt""]",48.876644,2.2635238,Bois de Boulogne - 8 avenue du Mahatma Gandhi,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.fondationlouisvuitton.fr/fr,,"La Fondation Louis Vuitton, ouverte en 2014 dans le bois de Boulogne près du Jardin d'Acclimatation, expose des œuvres d'art contemporain du XXe et XXIe siècle. Conçu par Frank Gehry, son design unique et audacieux en verre crée un édifice lumineux et exceptionnel. Les visiteurs peuvent ainsi admirer des trésors artistiques tout en profitant de vues à couper le souffle depuis les terrasses de ce site remarquable.",75116,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Le Balajo,"['Discothèque', 'Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.854015,2.3721764,9 rue de Lappe,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.balajo.fr/,,"La rue de Lappe, proche de la Bastille, accueille depuis 1935 le Balajo, haut lieu de la vie nocturne de Paris. Ce club mythique offre des soirées variées, du rock à la salsa, dans un décor de salle de bal d'époque. Des danseurs passionnés animent les nuits jusqu'au petit matin. Un thé dansant est aussi organisé chaque dimanche et lundi. Le Balajo est un incontournable pour les fêtards parisiens en quête d'une expérience mémorable.",75011,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Golf du Parc du Tremblay,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Stade']",48.822964,2.4849315,33 avenue Jack Gourevitch,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.vert-marine.info/golfparcdutremblay/,,"Le parcours de golf comprend diverses installations pour les passionnés du golf: 9 trous compacts, un practice de 250m avec 50 postes (dont 14 couverts), un putting green, et un green d'approche. Il y a également un parcours pitch and putt conçu pour les jeunes, avec 6 trous de 365m. Des cours collectifs, stages, école de golf (7-18 ans), programmes pour les groupes scolaires, services jeunesse, formations pour la carte verte, et compétitions sont proposés pour tous niveaux.",94500,Champigny-sur-Marne,Val-de-Marne,Île-de-France,Champigny-sur-Marne,Métropole du Grand Paris
Golf du Parc du Tremblay,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Terrain de golf']",48.821491,2.485445,33 avenue Jack Gourevitch,Etablissement Public territorial Paris Est Marne et Bois,2024-11-23, http://www.vert-marine.com/golf-parc-tremblay-champigny-94/index.php,,Rendez-vous au Golf du Parc du Tremblay pour découvrir ou redécouvrir le golf dans un cadre exceptionnel.,94500,Champigny-sur-Marne,Val-de-Marne,Île-de-France,Champigny-sur-Marne,Métropole du Grand Paris
Passage des Panoramas,"['Site culturel', 'Lieu', ""Point d'intérêt"", 'Bâtiment civil remarquable']",48.87151,2.341904,11 boulevard Montmartre,Paris je t'aime - Office de Tourisme,2026-03-20, https://passagesetgaleries.fr/,,"Le Passage des Panoramas, premier passage couvert de Paris, attire les curieux depuis 1799. Situé entre la Bourse et les Grands Boulevards, ce lieu chargé d'histoire mélange charme d'antan et activité commerçante. Boutiques historiques, classées monuments historiques, retracent l'évolution de la capitale. Commerces, artisans et collectionneurs se côtoient sur 133 mètres. Les décors d'époque du chocolatier Marquis, témoins du XVIIIe siècle, ajoutent au charme. Le Théâtre des Variétés, ouvert depuis 1807, anime ce passage célèbre.",75002,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Urban Challenge,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs']",48.83277,2.4026809,4 rue Sévero,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.urban-challenge.fr/,,"Envie de découvrir Paris autrement ? Optez pour une séance d'entraînement en plein air encadrée par des professionnels (sapeurs-pompiers, militaires, sportifs de haut niveau). Une heure de sport intense alliant découverte de la ville et remise en forme dans des lieux emblématiques. Une expérience unique pour explorer la ville lumière différemment !",75014,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Conciergerie,"['Site culturel', 'Lieu', ""Point d'intérêt"", 'Bâtiment civil remarquable']",48.85601,2.3454952,2 boulevard du Palais,Paris je t'aime - Office de Tourisme,2026-03-20,,,"Plongez dans l'histoire du palais royal médiéval à travers ses salles gothiques, vestiges de la Conciergerie. La salle des Gardes et la salle des Gens d’armes, érigées sous Philippe le Bel, évoquent le passé glorieux du lieu. Transformé en prison, ce monument historique fut le théâtre de la Révolution française, abritant le tribunal révolutionnaire et Marie-Antoinette. Classé à l'UNESCO, il offre une immersion émotionnelle dans un passé riche en événements.",75001,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Conciergerie,"['Site culturel', 'Lieu', ""Point d'intérêt"", 'Bâtiment civil remarquable', 'Palais']",48.855675,2.345939,2 boulevard du Palais,Choose Paris Region,2025-11-26, http://www.paris-conciergerie.fr/,,"Au cœur de Paris, au bord de la Seine, visitez la Conciergerie, le plus ancien témoignage du Palais de la Cité, première demeure royale de la capitale et prison lors de la Révolution française. Une véritable plongée dans l'Histoire de France !",75001,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Parc de Bercy,"['Site culturel', 'Parc et jardin', 'Lieu', ""Point d'intérêt""]",48.835617,2.3821375,41 rue Paul Belmondo,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.paris.fr/,,"Au cœur du 12e arrondissement de Paris, le parc de Bercy est un ancien site industriel transformé en espace vert. On y trouve une vigne, des rails pour wagons-citernes et la Bercy Arena. Proche de la gare de Lyon, c'est un lieu prisé par les promeneurs toute l'année. Le parc abrite la Cinémathèque française, un jardin romantique avec un lac et une île, ainsi que la Maison du Lac et la Maison du Jardinage. Idéal pour les familles, les sportifs et ceux en quête de tranquillité.",75012,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Temple de la Rédemption,"['Site culturel', 'Lieu', ""Point d'intérêt"", 'Site religieux']",48.8737,2.3398125,16 rue Chauchat,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.eglise-protestante-unie.fr/,,"Le temple de la Rédemption, près du boulevard Haussmann, est une imposante bâtisse luthérienne au style néo-classique. Il a accueilli les funérailles du Baron Haussmann, soulignant son importance historique. Ce lieu attire de nombreux visiteurs en quête d'émotion et d'histoire, préservant son charme au fil du temps. Son histoire captivante en fait un incontournable pour les passionnés d'architecture et de patrimoine religieux.",75009,Paris,Paris,Île-de-France,Paris,Métropole du Grand Paris
Ferme de Gally - Sartrouville,"['Lieu', ""Point d'intérêt"", 'Site sportif, récréatif et de loisirs', 'Zoo - parc animalier']",48.94108,2.189032,33 rue de Chatou,Paris je t'aime - Office de Tourisme,2026-03-20, https://www.lesfermesdegally.com/,,"La ferme de Gally de Sartrouville, sœur de celle de Saint-Cyr-l’École, invite petits et grands à rencontrer les animaux de la basse-cour. Au programme : ateliers de jardinage, fabrication de pain et de jus de pomme, et nourrissage des bêtes. Une expérience enrichissante et ludique pour découvrir la vie à la ferme en s'amusant.",78500,Sartrouville,Yvelines,Île-de-France,Sartrouville,CA Saint Germain Boucles de Seine
